"level_code","field_code","duration_yr","fee","cum_duration","fee_component","none_fee_component","duration_whole_yr","loan_for_course","loan_at_graduation","sac_funding","total_funding"
"08","0311",4,8286,8,33144,43600,8,76744,152616,14482,57928
"08","0313",4,7806,7.33333333333333,31224,43600,7,74824,137878.444444444,14482,57928
"08","0315",1,7000,4,7000,10900,4,17900,186599,15904,15904
"08","0317",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","0399",4.91666666666667,7866.41666666667,8.41666666666667,38676.5486111111,53591.6666666667,8,92268.2152777778,154399.048611111,14482,71203.1666666667
"08","0400",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","0401",4,7575,7.42857142857143,30300,43600,7,73900,138197.469387755,14482,57928
"08","0403",1,7000,4,7000,10900,4,17900,72654,14482,14482
"08","0500",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","0501",4,7275,7.25,29100,43600,7,72700,129920.3125,13427,53708
"08","0503",1,7594,4,7594,10900,4,18494,72149,13427,13427
"08","0505",1,7000,5,7000,10900,5,17900,93372,13427,13427
"08","0507",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","0509",2.5,6949,5.83333333333333,17372.5,27250,5,44622.5,103573.611111111,13427,33567.5
"08","0599",1,7000,4,7000,10900,4,17900,70100,13427,13427
"08","0600",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","0601",1,9110.5,6,9110.5,10900,6,20010.5,138412.166666667,26416,26416
"08","0603",1,8647,4.44,8647,10900,4,19547,81531.5344,13427,13427
"08","0605",4,8161,8,32644,43600,8,76244,151928,19405,77620
"08","0607",4.5,13141.5,8,59136.75,49050,8,108186.75,182076.125,26416,118872
"08","0609",1,7000,6,7000,10900,6,17900,115875,19405,19405
"08","0611",1,7000,5,7000,10900,5,17900,100934,26416,26416
"08","0613",1,7000,4,7000,10900,4,17900,69665.6,14482,14482
"08","0615",1,9949,4,9949,10900,4,20849,74729.6,14482,14482
"08","0617",3.25,7792.75,6.75,25326.4375,35425,6,60751.4375,126565.7875,12050,39162.5
"08","0619",1,7000,4.5,7000,10900,4,17900,84740.375,7820,7820
"08","0699",1,6148,4.44444444444444,6148,10900,4,17048,75374.3086419753,12050,12050
"08","0700",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","0701",1,7000,4.43243243243243,7000,10900,4,17900,76131.3089846603,11085,11085
"08","0703",1,7519.5,4.66666666666667,7519.5,10900,4,18419.5,80585.3888888889,11085,11085
"08","0799",1,7000,6,7000,10900,6,17900,102985,NA,NA
"08","0800",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","0801",1,7000,4,7000,10900,4,17900,68480,7820,7820
"08","0803",2.5,7652.25,5.86585365853658,19130.625,27250,5,46380.625,103278.164559786,7820,19550
"08","0805",1,7000,5,7000,10900,5,17900,86785.3333333333,7820,7820
"08","0807",1,7000,4,7000,10900,4,17900,70179,7820,7820
"08","0809",1,7000,4,7000,10900,4,17900,70100,7820,7820
"08","0811",1,7000,4,7000,10900,4,17900,70100,7820,7820
"08","0899",1,7033,4.6,7033,10900,4,17933,80148.2,7820,7820
"08","0900",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","0901",1,7000,4,7000,10900,4,17900,70100,7820,7820
"08","0903",1,7819,4.33333333333333,7819,10900,4,18719,75475.1111111111,7820,7820
"08","0905",4,7242.33333333333,7.51724137931035,28969.3333333333,43600,7,72569.3333333333,132012.410622275,7820,31280
"08","0907",1,7000,4,7000,10900,4,17900,70100,7820,7820
"08","0909",5.15384615384615,7402.30769230769,9.89068825910931,38150.3550295858,56176.9230769231,9,94327.2781065089,177048.995558032,7820,40303.0769230769
"08","0911",1,7000,4,7000,10900,4,17900,69389,7820,7820
"08","0913",1,7000,4,7000,10900,4,17900,70100,7820,7820
"08","0915",1,5220,4,5220,10900,4,16120,65934,7820,7820
"08","0917",1,6718,4,6718,10900,4,17618,65994.875,7820,7820
"08","0919",1,7000,4,7000,10900,4,17900,68495,7820,7820
"08","0921",2.5,9003.5,5.57692307692308,22508.75,27250,5,49758.75,102959.696745562,7820,19550
"08","0999",1,7960,4.72222222222222,7960,10900,4,18860,82531.0925925926,7820,7820
"08","1000",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","1001",1,8260.4,4.29411764705882,8260.4,10900,4,19160.4,77275.4173010381,7820,7820
"08","1003",4,7154.5,7.57142857142857,28618,43600,7,72218,135500.653061224,7820,31280
"08","1005",2.5,6910.5,5.64285714285714,17276.25,27250,5,44526.25,102161.086734694,7820,19550
"08","1007",1,7864.25,4,7864.25,10900,4,18764.25,72489.8863636364,7820,7820
"08","1099",1,7000,4.25,7000,10900,4,17900,75380.71875,7820,7820
"08","1100",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","1101",1,7000,4,7000,10900,4,17900,71156,7820,7820
"08","1103",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","3333",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","4444",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","5555",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","7777",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","8888",1,7000,4,7000,10900,4,17900,70100,NA,NA
"08","9999",1,7000,4,7000,10900,4,17900,70100,NA,NA
"09","0100",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","0101",4.42857142857143,8566.71428571429,7.42857142857143,37938.306122449,48271.4285714286,7,86209.7346938776,137824.734693878,17646,78146.5714285714
"09","0103",2,8000,5,16000,21800,5,37800,90000,17646,35292
"09","0105",2,8000,5,16000,21800,5,37800,90000,17646,35292
"09","0107",3.5,8170,6.5,28595,38150,6,66745,118945,17646,61761
"09","0109",4,8830,7,35320,43600,7,78920,131515,17646,70584
"09","0199",2.88888888888889,8523.61111111111,6.63888888888889,24623.7654320988,31488.8888888889,6,56112.6543209877,122134.919945988,17646,50977.3333333333
"09","0200",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","0201",3.83333333333333,7470.5,6.73333333333333,28636.9166666667,41783.3333333333,6,70420.25,126454.05,12502.5,47926.25
"09","0203",3.5,8783,6.5,30740.5,38150,6,68890.5,121130.1,12502.5,43758.75
"09","0299",4.33333333333333,9006.66666666667,7.93333333333333,39028.8888888889,47233.3333333333,7,86262.2222222222,148144.062222222,12502.5,54177.5
"09","0300",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","0301",2,8000,5,16000,21800,5,37800,91527,15034,30068
"09","0303",3,8392.5,6,25177.5,32700,6,57877.5,110077.5,15034,45102
"09","0305",2,8000,5,16000,21800,5,37800,90000,15034,30068
"09","0307",1,8387.5,4,8387.5,10900,4,19287.5,69699.5,15034,15034
"09","0309",3,10001.25,6,30003.75,32700,6,62703.75,113430.75,15034,45102
"09","0311",2,8000,6,16000,21800,6,37800,113672,15034,30068
"09","0313",3,8110.5,6.33333333333333,24331.5,32700,6,57031.5,120085.944444444,15034,45102
"09","0315",2,8415,5,16830,21800,5,38630,207329,16510.5,33021
"09","0317",2,8000,5,16000,21800,5,37800,90000,15034,30068
"09","0399",3.45454545454545,9518.72727272727,6.95454545454546,32882.8760330579,37654.5454545455,6,70537.4214876033,132668.254820937,15034,51935.6363636364
"09","0400",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","0401",2.63157894736842,7878.68421052632,6.06015037593985,20733.379501385,28684.2105263158,6,49417.5900277008,113715.059415456,15034,39563.1578947368
"09","0403",2.25,8767.75,5.25,19727.4375,24525,5,44252.4375,99006.4375,15034,33826.5
"09","0500",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","0501",2.5,8440.25,5.75,21100.625,27250,5,48350.625,105570.9375,13879,34697.5
"09","0503",2,8000,5,16000,21800,5,37800,91455,13879,27758
"09","0505",2,8293,6,16586,21800,6,38386,113858,13879,27758
"09","0507",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","0509",3,8282,6.33333333333333,24846,32700,6,57546,116497.111111111,13879,41637
"09","0599",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","0600",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","0601",1.66666666666667,9617.33333333333,6.66666666666667,16028.8888888889,18166.6666666667,6,34195.5555555556,152597.222222222,26416,44026.6666666667
"09","0603",2.22222222222222,8317.55555555555,5.66222222222222,18483.4567901235,24222.2222222222,5,42705.6790123457,104690.213412346,13879,30842.2222222222
"09","0605",1.66666666666667,10106,5.66666666666667,16843.3333333333,18166.6666666667,5,35010,110694,20034.5,33390.8333333333
"09","0607",3.5,22656.5,7,79297.75,38150,7,117447.75,191337.125,26416,92456
"09","0609",1,9948,6,9948,10900,6,20848,118823,20034.5,20034.5
"09","0611",1,18362.6666666667,5,18362.6666666667,10900,5,29262.6666666667,112296.666666667,26416,26416
"09","0613",2.5,8845.375,5.5,22113.4375,27250,5,49363.4375,101129.0375,15034,37585
"09","0615",2,8000,5,16000,21800,5,37800,91680.6,15034,30068
"09","0617",2.77777777777778,8625.55555555555,6.27777777777778,23959.8765432099,30277.7777777778,6,54237.6543209877,120052.004320988,12502.5,34729.1666666667
"09","0619",5,10282,8.5,51410,54500,8,105910,172750.375,8045.5,40227.5
"09","0699",2.90909090909091,8802.72727272727,6.35353535353535,25607.9338842975,31709.0909090909,6,57317.0247933884,115643.333435364,12502.5,36370.9090909091
"09","0700",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","0701",3.2962962962963,8549.55555555555,6.72872872872873,28181.8683127572,35929.6296296296,6,64111.4979423868,122342.806927047,11309.5,37279.462962963
"09","0703",3.30769230769231,7873.23076923077,6.97435897435897,26042.224852071,36053.8461538461,6,62096.0710059172,124261.959894806,11309.5,37408.3461538461
"09","0799",5,7600,10,38000,54500,10,92500,177585,NA,NA
"09","0800",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","0801",2.66666666666667,13354.7777777778,5.66666666666667,35612.7407407407,29066.6666666667,5,64679.4074074074,115259.407407407,8045.5,21454.6666666667
"09","0803",3.48936170212766,12156.1489361702,6.85521536066424,42417.2005432322,38034.0425531915,6,80451.2430964237,137348.78265621,8045.5,28073.6595744681
"09","0805",3.25,20077.5,7.25,65251.875,35425,7,100676.875,169562.208333333,8045.5,26147.875
"09","0807",5,7536.5,8,37682.5,54500,8,92182.5,144461.5,8045.5,40227.5
"09","0809",2,8000,5,16000,21800,5,37800,90000,8045.5,16091
"09","0811",2.75,12746.75,5.75,35053.5625,29975,5,65028.5625,117228.5625,8045.5,22125.125
"09","0899",4.5,7746.75,8.1,34860.375,49050,8,83910.375,146125.575,8045.5,36204.75
"09","0900",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","0901",4.23076923076923,8119.23076923077,7.23076923076923,34350.5917159763,46115.3846153846,7,80465.976331361,132665.976331361,8045.5,34038.6538461538
"09","0903",4.23076923076923,7707,7.56410256410256,32606.5384615385,46115.3846153846,7,78721.9230769231,135478.034188034,8045.5,34038.6538461538
"09","0905",2.15384615384615,7305.07692307692,5.6710875331565,15734.0118343195,23476.9230769231,5,39210.9349112426,98654.0122001843,8045.5,17328.7692307692
"09","0907",2,8629.75,5,17259.5,21800,5,39059.5,91259.5,8045.5,16091
"09","0909",1.81818181818182,8103.18181818182,6.55502392344498,14733.0578512397,19818.1818181818,6,34551.2396694215,117272.957120945,8045.5,14628.1818181818
"09","0911",2,8000,5,16000,21800,5,37800,89289,8045.5,16091
"09","0913",3.5,7921.5,6.5,27725.25,38150,6,65875.25,118075.25,8045.5,28159.25
"09","0915",2.75,6854.625,5.75,18850.21875,29975,5,48825.21875,98639.21875,8045.5,22125.125
"09","0917",2.5,7512.375,5.5,18780.9375,27250,5,46030.9375,94407.8125,8045.5,20113.75
"09","0919",5,11119.5,8,55597.5,54500,8,110097.5,160692.5,8045.5,40227.5
"09","0921",3.2,8296,6.27692307692308,26547.2,34880,6,61427.2,114628.146745562,8045.5,25745.6
"09","0999",3.22222222222222,8179.66666666667,6.94444444444444,26356.7037037037,35122.2222222222,6,61478.9259259259,125150.018518519,8045.5,25924.3888888889
"09","1000",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","1001",1.66666666666667,7702.77777777778,4.96078431372549,12837.962962963,18166.6666666667,4,31004.6296296296,89119.6469306677,8045.5,13409.1666666667
"09","1003",2.14285714285714,7884.14285714286,5.71428571428571,16894.5918367347,23357.1428571429,5,40251.7346938775,103534.387755102,8045.5,17240.3571428571
"09","1005",3.45454545454545,7222.54545454545,6.5974025974026,24950.6115702479,37654.5454545455,6,62605.1570247934,120239.993759487,8045.5,27793.5454545455
"09","1007",3.77777777777778,7954.77777777778,6.77777777777778,30051.3827160494,41177.7777777778,6,71229.1604938272,124954.796857464,8045.5,30394.1111111111
"09","1099",3.85714285714286,7549.42857142857,7.10714285714286,29119.2244897959,42042.8571428571,7,71162.0816326531,128642.800382653,8045.5,31032.6428571429
"09","1100",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","1101",2,8000,5,16000,21800,5,37800,91056,8045.5,16091
"09","1103",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","3333",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","4444",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","5555",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","7777",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","8888",2,8000,5,16000,21800,5,37800,90000,NA,NA
"09","9999",2,8000,5,16000,21800,5,37800,90000,NA,NA
"10","0100",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0101",3,9000,10.4285714285714,27000,32700,10,59700,137827.734693878,18220,54660
"10","0103",3,9000,8,27000,32700,8,59700,90003,18220,54660
"10","0105",3,9000,8,27000,32700,8,59700,90003,18220,54660
"10","0107",3,9000,9.5,27000,32700,9,59700,118948,18220,54660
"10","0109",3,9000,10,27000,32700,10,59700,131518,18220,54660
"10","0199",3,9000,9.63888888888889,27000,32700,9,59700,122137.919945988,18220,54660
"10","0200",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0201",3,8339,9.73333333333333,25017,32700,9,57717,126457.05,12955,38865
"10","0203",3,9000,9.5,27000,32700,9,59700,121133.1,12955,38865
"10","0299",3,9000,10.9333333333333,27000,32700,10,59700,148147.062222222,12955,38865
"10","0300",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0301",3,9000,8,27000,32700,8,59700,91530,NA,NA
"10","0303",3,9000,9,27000,32700,9,59700,110080.5,15586,46758
"10","0305",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0307",3,9000,7,27000,32700,7,59700,69702.5,15586,46758
"10","0309",3,9000,9,27000,32700,9,59700,113433.75,15586,46758
"10","0311",3,9000,9,27000,32700,9,59700,113675,NA,NA
"10","0313",3,9000,9.33333333333333,27000,32700,9,59700,120088.944444444,15586,46758
"10","0315",3,9000,8,27000,32700,8,59700,207332,NA,NA
"10","0317",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0399",3,9000,9.95454545454546,27000,32700,9,59700,132671.254820937,15586,46758
"10","0400",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0401",3,9000,9.06015037593985,27000,32700,9,59700,113718.059415456,15586,46758
"10","0403",3,9000,8.25,27000,32700,8,59700,99009.4375,15586,46758
"10","0500",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0501",3,9000,8.75,27000,32700,8,59700,105573.9375,14331,42993
"10","0503",3,9000,8,27000,32700,8,59700,91458,14331,42993
"10","0505",3,9000,9,27000,32700,9,59700,113861,14331,42993
"10","0507",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0509",3,9000,9.33333333333333,27000,32700,9,59700,116500.111111111,14331,42993
"10","0599",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0600",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0601",3,7109,9.66666666666667,21327,32700,9,54027,152600.222222222,26416,79248
"10","0603",3,9000,8.66222222222222,27000,32700,8,59700,104693.213412346,14331,42993
"10","0605",3,9000,8.66666666666667,27000,32700,8,59700,110697,20664,61992
"10","0607",3,34108,10,102324,32700,10,135024,191340.125,26416,79248
"10","0609",3,9000,9,27000,32700,9,59700,118826,20664,61992
"10","0611",3,9000,8,27000,32700,8,59700,112299.666666667,20664,61992
"10","0613",3,9000,8.5,27000,32700,8,59700,101132.0375,15586,46758
"10","0615",3,9000,8,27000,32700,8,59700,91683.6,NA,NA
"10","0617",3,9000,9.27777777777778,27000,32700,9,59700,120055.004320988,12955,38865
"10","0619",3,9000,11.5,27000,32700,11,59700,172753.375,NA,NA
"10","0699",3,9000,9.35353535353535,27000,32700,9,59700,115646.333435364,12955,38865
"10","0700",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0701",3,7109,9.72872872872873,21327,32700,9,54027,122345.806927047,11534,34602
"10","0703",3.2,5822,10.174358974359,18630.4,34880,10,53510.4,124265.159894806,11534,36908.8
"10","0799",3,6480,13,19440,32700,13,52140,177588,11534,34602
"10","0800",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0801",3,9000,8.66666666666667,27000,32700,8,59700,115262.407407407,8271,24813
"10","0803",3,7516,9.85521536066424,22548,32700,9,55248,137351.78265621,8271,24813
"10","0805",3,9000,10.25,27000,32700,10,59700,169565.208333333,8271,24813
"10","0807",3,9000,11,27000,32700,11,59700,144464.5,NA,NA
"10","0809",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0811",3,9000,8.75,27000,32700,8,59700,117231.5625,NA,NA
"10","0899",3,9000,11.1,27000,32700,11,59700,146128.575,8271,24813
"10","0900",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","0901",3,8106,10.2307692307692,24318,32700,10,57018,132668.976331361,8271,24813
"10","0903",3,9000,10.5641025641026,27000,32700,10,59700,135481.034188034,8271,24813
"10","0905",3,8560,8.6710875331565,25680,32700,8,58380,98657.0122001843,NA,NA
"10","0907",3,7465.5,8,22396.5,32700,8,55096.5,91262.5,8271,24813
"10","0909",3,6265,9.55502392344498,18795,32700,9,51495,117275.957120945,8271,24813
"10","0911",3,9000,8,27000,32700,8,59700,89292,NA,NA
"10","0913",3,9000,9.5,27000,32700,9,59700,118078.25,NA,NA
"10","0915",3,9000,8.75,27000,32700,8,59700,98642.21875,8271,24813
"10","0917",4,6531.5,9.5,26126,43600,9,69726,94411.8125,8271,33084
"10","0919",3,9000,11,27000,32700,11,59700,160695.5,8271,24813
"10","0921",3,9000,9.27692307692308,27000,32700,9,59700,114631.146745562,NA,NA
"10","0999",3,5762,9.94444444444444,17286,32700,9,49986,125153.018518519,NA,NA
"10","1000",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","1001",3.25,7557.5,8.21078431372549,24561.875,35425,8,59986.875,89122.8969306677,8271,26880.75
"10","1003",4,7109,9.71428571428571,28436,43600,9,72036,103538.387755102,8271,33084
"10","1005",3,9000,9.5974025974026,27000,32700,9,59700,120242.993759487,8271,24813
"10","1007",3,9000,9.77777777777778,27000,32700,9,59700,124957.796857464,8271,24813
"10","1099",3,6519,10.1071428571429,19557,32700,10,52257,128645.800382653,8271,24813
"10","1100",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","1101",3,9000,8,27000,32700,8,59700,91059,NA,NA
"10","1103",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","3333",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","4444",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","5555",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","7777",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","8888",3,9000,8,27000,32700,8,59700,90003,NA,NA
"10","9999",3,9000,8,27000,32700,8,59700,90003,NA,NA
